pl_name,pl_letter,hostname,gaia_id,disc_locale,ra,dec,pl_orbper,st_spectype,pl_rade,pl_masse,st_lum,sy_dist,sky_coord.ra,sky_coord.dec
HD 219415 b,b,HD 219415,Gaia DR2 2009255593080688640,Ground,348.7243579,56.7303001,2093.3,K0 III,5.724894179894178,2150.007277597172,0.62,165.184,348.7243579,56.7303001
HD 207832 c,c,HD 207832,Gaia DR2 6812056381881853056,Ground,328.1517893,-26.0271749,1155.7,Unknown,5.724894179894178,2150.007277597172,-0.112,58.9291,328.1517893,-26.0271749
NGTS-17 b,b,NGTS-17,Gaia DR2 4873225513593736960,Ground,72.9005729,-34.2262128,3.24253,G4 V,13.899,242.8209,-0.13825308641975315,1040.28,72.9005729,-34.2262128
HAT-P-2 c,c,HAT-P-2,Gaia DR2 1380825667768742144,Ground,245.1514324,41.0479601,8500.0,Unknown,5.724894179894178,3400.76395,-0.13825308641975315,127.774,245.1514324,41.0479601
NGTS-25 b,b,NGTS-25,Gaia DR2 6682513094425008640,Ground,307.4182976,-39.0323568,2.823093,K0 V,11.467,203.09235,-0.292,521.233,307.4182976,-39.0323568
NGTS-15 b,b,NGTS-15,Gaia DR2 4873830691665395584,Ground,73.3553101,-32.8003484,3.27623,G6 V,12.33,238.68913,-0.13825308641975315,786.485,73.3553101,-32.8003484
NGTS-26 b,b,NGTS-26,Gaia DR2 6216644481523819776,Ground,217.6832961,-31.7324526,4.5199279,Unknown,14.886,92.80589,0.101,1093.69,217.6832961,-31.7324526
HD 104067 c,c,HD 104067,Gaia DR2 3494677900774838144,Ground,179.7923543,-20.3556058,13.8992,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,20.3632,179.7923543,-20.3556058
NGTS-8 b,b,NGTS-8,Gaia DR2 6840435777723109888,Ground,328.9759206,-14.0684399,2.4997,K0 V,12.218,295.5819,-0.13825308641975315,428.976,328.9759206,-14.0684399
NGTS-10 b,b,NGTS-10,Gaia DR2 2911987212510959232,Ground,91.8722801,-25.5948963,0.7668944,K5 V,13.507,687.14846,-0.13825308641975315,,91.8722801,-25.5948963
NGTS-21 b,b,NGTS-21,Gaia DR2 6779308394419726848,Ground,311.2583112,-35.4278412,1.5433897,K3 V,14.908,750.07504,-0.13825308641975315,592.891,311.2583112,-35.4278412
TOI-1408 c,c,TOI-1408,Gaia DR2 2275130045974715904,Space,313.5110469,72.5806455,2.1664,F8 V,2.22,7.6,0.471,139.484,313.5110469,72.5806455
NGTS-16 b,b,NGTS-16,Gaia DR2 4886825544715697792,Ground,58.2639299,-30.8046405,4.84532,G7 V,14.572,211.99155,-0.13825308641975315,898.168,58.2639299,-30.8046405
NGTS-23 b,b,NGTS-23,Gaia DR2 4816462091938129408,Ground,70.4322947,-40.0445299,4.0764326,F9 V,14.202,194.82881,0.283,1074.95,70.4322947,-40.0445299
HD 213885 c,c,HD 213885,Gaia DR2 6407428994690988928,Ground,338.9837166,-59.864829,4.78503,G,5.724894179894178,2150.007277597172,0.139,48.0883,338.9837166,-59.864829
eps CrB b,b,eps CrB,Gaia DR2 1220404653534258816,Ground,239.3965057,26.8776171,417.9,K2 III,5.724894179894178,2150.007277597172,-0.13825308641975315,69.8683,239.3965057,26.8776171
UCAC3 113-933 b,b,UCAC3 113-933,Gaia DR2 2315343240650059520,Ground,5.2758121,-33.8031679,325.315,M0,5.724894179894178,6674.39655,-0.13825308641975315,52.5829,5.2758121,-33.8031679
UCAC4 328-061594 b,b,UCAC4 328-061594,Gaia DR2 5473389537569200896,Ground,152.6991091,-24.4532674,232.73,DC,5.724894179894178,6674.39655,-0.13825308641975315,39.9089,152.6991091,-24.4532674
GJ 900 b,b,GJ 900 A,Gaia DR2 2646280705713202816,Ground,353.7526177,1.6055211,140.14499999999998,K7,5.724894179894178,3496.11248,-0.13825308641975315,20.8065,353.7526177,1.6055211
TOI-1410 c,c,TOI-1410,Gaia DR2 1958584565350234752,Ground,334.8828486,42.5603141,47.56,Unknown,5.724894179894178,2150.007277597172,-0.622,72.7512,334.8828486,42.5603141
HD 158259 e,e,HD 158259,Gaia DR2 1416050859226670848,Ground,261.3495847,52.7904721,7.951,G0,5.724894179894178,2150.007277597172,-0.13825308641975315,27.0498,261.3495847,52.7904721
HD 158259 f,f,HD 158259,Gaia DR2 1416050859226670848,Ground,261.3495847,52.7904721,12.028,G0,5.724894179894178,2150.007277597172,-0.13825308641975315,27.0498,261.3495847,52.7904721
Kepler-47 d,d,Kepler-47,Gaia DR2 2080506523540902912,Space,295.2978883,46.9204303,187.366,Unknown,7.04,19.02,-0.13825308641975315,1025.02,295.2978883,46.9204303
HD 142 A d,d,HD 142,Gaia DR2 4976894960284258048,Ground,1.5836771,-49.0753625,108.45299,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,26.1853,1.5836771,-49.0753625
SPECULOOS-3 b,b,SPECULOOS-3,Gaia DR2 1869054868256849920,Ground,312.3632611,33.6123832,0.71912603,M6.5+/-0.5,0.977,2150.007277597172,-3.078,,312.3632611,33.6123832
HD 118203 c,c,HD 118203,Gaia DR2 1560420854826284928,Ground,203.509956,53.7281876,5070.0,K0 IV,5.724894179894178,3527.89532,0.7,92.2589,203.509956,53.7281876
HIP 39017 b,b,HIP 39017,Gaia DR2 3068540350999693952,Ground,119.7665756,-4.3326006,31000.0,A9/F0,5.724894179894178,7500.75041,-0.13825308641975315,66.3217,119.7665756,-4.3326006
HD 158259 d,d,HD 158259,Gaia DR2 1416050859226670848,Ground,261.3495847,52.7904721,5.1980814,G0,5.724894179894178,2150.007277597172,-0.13825308641975315,27.0498,261.3495847,52.7904721
Kepler-448 c,c,KOI-12,Gaia DR2 2073860662955260416,Space,297.4537402,41.0110188,2500.0,Unknown,5.724894179894178,6992.26,-0.13825308641975315,399.398,297.4537402,41.0110188
TIC 4672985 b,b,TIC 4672985,Gaia DR2 5172202413314737152,Space,38.4706782,-10.6573827,69.048,Unknown,11.5,4049.13391,0.114,253.385,38.4706782,-10.6573827
WASP-53 c,c,WASP-53,Gaia DR2 5136559128264765184,Ground,31.9091639,-20.661843,2840.0,Unknown,5.724894179894178,2150.007277597172,-0.463,201.338,31.9091639,-20.661843
pi Men d,d,HD 39091,Gaia DR2 4623036865373793408,Ground,84.2992798,-80.4646041,124.64,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,18.2702,84.2992798,-80.4646041
TOI-4010 e,e,TOI-4010,Gaia DR2 525352325110310400,Ground,20.2148196,66.0722009,762.0,K V,5.724894179894178,2150.007277597172,-0.13825308641975315,177.504,20.2148196,66.0722009
GJ 1132 c,c,GJ 1132,Gaia DR2 5413438219396893568,Ground,153.7090696,-47.1549358,8.929,Unknown,5.724894179894178,2150.007277597172,-2.359,12.613,153.7090696,-47.1549358
WASP-126 c,c,WASP-126,Gaia DR2 4666498154837086208,Space,63.374706,-69.2265926,7.63,Unknown,5.724894179894178,64.2,-0.13825308641975315,216.526,63.374706,-69.2265926
2MASS J0249-0557 c,c,2MASS J0249-0557 A,Gaia DR2 5183875103632956032,Ground,42.4851627,-5.9599921,42.215,M6 V,5.724894179894178,3686.80952,-2.59,66.0613,42.4851627,-5.9599921
TIC 279401253 b,b,TIC 279401253,Gaia DR2 5110565749968529024,Space,57.6572277,-15.0262251,76.8,Unknown,11.209,1951.46642,0.097,285.584,57.6572277,-15.0262251
TIC 279401253 c,c,TIC 279401253,Gaia DR2 5110565749968529024,Ground,57.6572277,-15.0262251,155.3,Unknown,11.209,1951.46642,0.097,285.584,57.6572277,-15.0262251
TOI-1634 c,c,TOI-1634,Gaia DR2 223158499179138432,Ground,56.3906096,37.1122803,103.0,Unknown,5.724894179894178,2150.007277597172,-1.578,35.2736,56.3906096,37.1122803
TIC 139270665 b,b,TIC 139270665,Gaia DR2 902448598271728256,Space,124.0338967,33.2914532,23.624,G2,7.23,147.15455,0.032,189.875,124.0338967,33.2914532
TIC 139270665 c,c,TIC 139270665,Gaia DR2 902448598271728256,Ground,124.0338967,33.2914532,1010.0,G2,7.23,147.15455,0.032,189.875,124.0338967,33.2914532
TIC 365102760 b,b,TIC 365102760,Gaia DR2 2185044477033336064,Space,305.8398236,54.3943194,4.21285367,Unknown,6.21,19.2,-0.13825308641975315,555.546,305.8398236,54.3943194
TIC 241249530 b,b,TIC 241249530,Gaia DR2 995754258812449024,Space,95.3088995,53.2950203,165.7719,Unknown,13.294,1582.78547,0.408,324.448,95.3088995,53.2950203
TIC 46432937 b,b,TIC 46432937,Gaia DR2 2984391358868786816,Space,83.8689794,-14.5971909,1.44044527,Unknown,13.316,1017.0509,-1.385,90.5369,83.8689794,-14.5971909
WASP-18 c,c,WASP-18,Gaia DR2 4955371367334610048,Space,24.3544618,-45.6777937,2.1558,Unknown,5.724894179894178,55.2,-0.13825308641975315,123.483,24.3544618,-45.6777937
2MASS J03590986+2009361 b,b,2MASS J03590986+2009361,Gaia DR2 51369428065705600,Space,59.7911026,20.1599759,2.3159548142857145,Unknown,5.724894179894178,5720.91133,-0.13825308641975315,117.435,59.7911026,20.1599759
G 196-3 b,b,G 196-3,Gaia DR2 824017070904063104,Space,151.0884754,50.3861806,2.476109628571429,Unknown,5.724894179894178,8263.53858,-0.13825308641975315,21.7912,151.0884754,50.3861806
2MASS J11011926-7732383 b,b,2MASS J11011926-7732383,Gaia DR2 5201185574182015744,Space,165.3295388,-77.5440912,2.636264442857143,Unknown,5.724894179894178,8899.1954,-0.13825308641975315,,165.3295388,-77.5440912
HIP 77900 b,b,HIP 77900,Gaia DR2 6233740654686482560,Space,238.6253901,-27.3387434,2.7964192571428574,Unknown,5.724894179894178,6674.39655,-0.13825308641975315,150.862,238.6253901,-27.3387434
2MASS J11550485-7919108 b,b,2MASS J11550485-7919108,Gaia DR2 5199985216726016896,Space,178.7691634,-79.3197558,2.9565740714285713,Unknown,5.724894179894178,6356.56814,-0.13825308641975315,100.862,178.7691634,-79.3197558
2MASS J21252752-8138278 b,b,2MASS J21252752-8138278,Gaia DR2 6348514275456913792,Space,321.3662989,-81.6414894,3.1167288857142856,Unknown,5.724894179894178,3813.94088,-0.13825308641975315,34.1154,321.3662989,-81.6414894
HATS-62 b,b,HATS-62,Gaia DR2 6806639397331208320,Ground,312.4493079,-24.303506,3.2768837,Unknown,11.825,56.89157,-0.173,523.067,312.4493079,-24.303506
WASP-8 c,c,WASP-8,Gaia DR2 2312679845530628096,Ground,359.9008737,-35.0313349,4323.0,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,89.9606,359.9008737,-35.0313349
XO-2 S c,c,XO-2 S,Gaia DR2 934346740559239296,Ground,117.0309753,50.2169068,120.8,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,151.398,117.0309753,50.2169068
HD 108236 f,f,HD 108236,Gaia DR2 6125644402384918784,Space,186.5740627,-51.3630519,29.54115,Unknown,2.017,2150.007277597172,-0.15,64.5978,186.5740627,-51.3630519
GJ 667 C e,e,GJ 667 C,Gaia DR2 5975663354131618304,Ground,259.7510609,-34.9977651,62.24,M1.5 V,5.724894179894178,2150.007277597172,-1.863,7.24396,259.7510609,-34.9977651
WASP-94 B b,b,WASP-94 B,Gaia DR2 6780546169633474944,Ground,313.7882932,-34.135724,2.00839,F9,5.724894179894178,2150.007277597172,-0.13825308641975315,208.696,313.7882932,-34.135724
K2-161 b,b,K2-161,Gaia DR2 3598019894861833856,Space,183.7938491,-3.4956913,9.283188,Unknown,6.117,2150.007277597172,-0.13825308641975315,916.319,183.7938491,-3.4956913
K2-293 b,b,K2-293,Gaia DR2 2632493590110613760,Space,351.6064952,-6.0279068,13.1225,Unknown,2.45,2150.007277597172,-0.13825308641975315,392.251,351.6064952,-6.0279068
HD 103720 b,b,HD 103720,Gaia DR2 3601912720075891968,Ground,179.1713308,-2.7791393,4.5557,K3 V,5.724894179894178,2150.007277597172,-0.13825308641975315,45.5352,179.1713308,-2.7791393
Pr0211 c,c,Pr0211,Gaia DR2 661222279785743616,Ground,130.547744,19.276957,4850.0,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,182.714,130.547744,19.276957
GJ 1002 c,c,GJ 1002,Gaia DR2 2441630500517079808,Ground,1.6764641,-7.5462123,21.202,M5.5 V,5.724894179894178,2150.007277597172,-2.852,4.84867,1.6764641,-7.5462123
EPIC 249893012 d,d,EPIC 249893012,Gaia DR2 6259263137059042048,Space,228.2482353,-16.7246474,35.747,G8 IV/V,3.94,10.18,-0.13825308641975315,321.296,228.2482353,-16.7246474
K2-243 b,b,K2-243,Gaia DR2 3597570989175080576,Space,181.1211419,-4.8991358,11.54182,Unknown,2.17,2150.007277597172,-0.13825308641975315,266.864,181.1211419,-4.8991358
K2-160 b,b,K2-160,Gaia DR2 3598004677793811584,Space,184.0545174,-3.5530888,3.705871,Unknown,3.178,2150.007277597172,-0.13825308641975315,315.363,184.0545174,-3.5530888
K2-411 b,b,K2-411,Gaia DR2 50884474718017408,Space,58.003631,19.3909877,3.2141,Unknown,0.99,2150.007277597172,-0.13825308641975315,298.219,58.003631,19.3909877
K2-319 b,b,K2-319,Gaia DR2 3811688440459523200,Space,166.8010058,3.0399357,26.68,Unknown,2.79,2150.007277597172,-0.13825308641975315,209.071,166.8010058,3.0399357
K2-239 d,d,K2-239,Gaia DR2 3857872051994269824,Space,160.5941265,4.4413751,10.115,M3.0 V,1.1,2150.007277597172,-1.796,31.0849,160.5941265,4.4413751
K2-285 e,e,K2-285,Gaia DR2 2657374606238804992,Space,349.3843458,1.3001522,14.76289,K2 V,1.95,10.7,-0.13825308641975315,154.961,349.3843458,1.3001522
K2-248 b,b,K2-248,Gaia DR2 3582057258065666816,Space,182.8173343,-9.4141696,7.17256,Unknown,2.57,2150.007277597172,-0.13825308641975315,406.254,182.8173343,-9.4141696
K2-294 b,b,K2-294,Gaia DR2 2438623297559630592,Space,352.0516724,-7.6037856,2.50387,Unknown,1.66,2150.007277597172,-0.13825308641975315,373.078,352.0516724,-7.6037856
K2-413 b,b,K2-413,Gaia DR2 2439890557725244800,Space,353.4175668,-7.6120272,0.8094,Unknown,0.76,2150.007277597172,-0.13825308641975315,285.162,353.4175668,-7.6120272
K2-286 b,b,K2-286,Gaia DR2 6264513270727342080,Space,233.3698192,-16.7737113,27.359,M0 V,2.1,2150.007277597172,-1.046,76.1486,233.3698192,-16.7737113
K2-317 b,b,K2-317,Gaia DR2 6255655673768103168,Space,228.6188638,-21.0227209,6.22,Unknown,2.93,2150.007277597172,-0.13825308641975315,176.291,228.6188638,-21.0227209
ITG 15 b,b,ITG 15 A,Gaia DR2 148400229703257856,Space,69.9370379,26.0312128,5.158195,Unknown,5.724894179894178,6674.39655,-0.13825308641975315,136.37,69.9370379,26.0312128
K2-254 b,b,K2-254,Gaia DR2 3596876269626641664,Space,185.5507926,-4.7172908,4.09639,Unknown,1.63,2150.007277597172,-0.13825308641975315,227.775,185.5507926,-4.7172908
K2-414 b,b,K2-414,Gaia DR2 2634046753364013440,Space,351.6361913,-4.6066569,4.3696,Unknown,1.219,2150.007277597172,-0.13825308641975315,260.036,351.6361913,-4.6066569
K2-209 b,b,K2-209,Gaia DR2 2537467988442521600,Space,14.6903464,1.382807,2.080615,Unknown,0.869,2150.007277597172,-0.13825308641975315,76.4986,14.6903464,1.382807
K2-175 b,b,K2-175,Gaia DR2 55077599749605504,Space,52.5035514,17.5841081,9.525988,Unknown,2.038,2150.007277597172,-0.13825308641975315,247.266,52.5035514,17.5841081
K2-413 c,c,K2-413,Gaia DR2 2439890557725244800,Space,353.4175668,-7.6120272,5.3301,Unknown,1.233,2150.007277597172,-0.13825308641975315,285.162,353.4175668,-7.6120272
K2-165 b,b,K2-165,Gaia DR2 3700016198387202304,Space,184.9004881,0.968327,2.354992,Unknown,1.274,2150.007277597172,-0.13825308641975315,134.591,184.9004881,0.968327
K2-206 b,b,K2-206,Gaia DR2 2549096011101118080,Space,11.2564264,0.5931866,18.294549,Unknown,2.795,2150.007277597172,-0.13825308641975315,244.443,11.2564264,0.5931866
EPIC 249893012 b,b,EPIC 249893012,Gaia DR2 6259263137059042048,Space,228.2482353,-16.7246474,3.5951,G8 IV/V,1.95,8.75,-0.13825308641975315,321.296,228.2482353,-16.7246474
EPIC 201754305 d,d,K2-16,Gaia DR2 3897048338487064064,Space,175.0972238,4.5574311,2.71578,Unknown,1.03,2150.007277597172,-0.13825308641975315,334.967,175.0972238,4.5574311
K2-227 b,b,K2-227,Gaia DR2 3675261140764265728,Space,190.9484237,-8.4784159,13.621832,Unknown,1.666,2150.007277597172,-0.13825308641975315,187.234,190.9484237,-8.4784159
K2-322 b,b,K2-322,Gaia DR2 3860369901894562304,Space,156.6226981,4.7640203,8.205,Unknown,1.92,2150.007277597172,-0.13825308641975315,123.415,156.6226981,4.7640203
EPIC 206032309 b,b,EPIC 206032309,Gaia DR2 2597400855444243840,Space,341.2404563,-13.9011223,2.87814,Unknown,1.01,2150.007277597172,-0.13825308641975315,161.365,341.2404563,-13.9011223
K2-285 d,d,K2-285,Gaia DR2 2657374606238804992,Space,349.3843458,1.3001522,10.45582,K2 V,2.48,6.5,-0.13825308641975315,154.961,349.3843458,1.3001522
K2-350 b,b,K2-350,Gaia DR2 3606709167752821632,Space,204.0355092,-14.0092516,4.163873,Unknown,1.54,2150.007277597172,-0.13825308641975315,489.368,204.0355092,-14.0092516
K2-251 b,b,K2-251,Gaia DR2 3675248118423392256,Space,190.6892403,-8.5359826,9.30075,Unknown,2.35,2150.007277597172,-0.13825308641975315,147.03,190.6892403,-8.5359826
K2-266 c,c,K2-266,Gaia DR2 3855246074629979264,Space,157.9356855,0.9372782,7.814,Unknown,0.705,2150.007277597172,-0.823,77.5586,157.9356855,0.9372782
EPIC 201170410.02,b,EPIC 201170410,Gaia DR2 3786541956697428224,Space,170.1408561,-4.8070039,6.7987,Unknown,1.047,2150.007277597172,-0.13825308641975315,,170.1408561,-4.8070039
K2-312 c,c,HD 80653,Gaia DR2 606477252238780160,Ground,140.3390845,14.3678691,921.2,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,109.86,140.3390845,14.3678691
CI Tau c,c,CI Tau,Gaia DR2 145203159127518336,Multiple Locales,68.4667685,22.8416192,25.2,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,157.998,68.4667685,22.8416192
K2-396 c,c,K2-396,Gaia DR2 3405720400701167104,Space,74.6928607,17.2690562,25.76051,Unknown,3.124,2150.007277597172,-0.13825308641975315,274.864,74.6928607,17.2690562
K2-257 b,b,K2-257,Gaia DR2 3695235654973028736,Space,188.278284,-1.9532879,1.60588,Unknown,0.83,2150.007277597172,-0.13825308641975315,64.0065,188.278284,-1.9532879
K2-292 b,b,K2-292,Gaia DR2 3616931735377523712,Space,205.3758786,-9.9460704,16.9841,G3 V,2.63,24.5,-0.13825308641975315,114.293,205.3758786,-9.9460704
K2-412 b,b,K2-412,Gaia DR2 3409152693750235008,Space,76.2621295,21.580162,5.9382,Unknown,2.116,2150.007277597172,-0.13825308641975315,654.085,76.2621295,21.580162
GJ 1265 b,b,GJ 1265,Gaia DR2 6825822095663585536,Ground,333.4324675,-17.6870623,3.6511,M4.5 V,5.724894179894178,2150.007277597172,-2.439,10.2525,333.4324675,-17.6870623
K2-355 b,b,K2-355,Gaia DR2 650463970824290816,Space,124.6426189,13.5027816,5.7385647,Unknown,2.25,2150.007277597172,-0.13825308641975315,500.497,124.6426189,13.5027816
K2-246 b,b,K2-246,Gaia DR2 3697828548204889344,Space,181.6296115,-1.1606,5.76918,Unknown,3.49,2150.007277597172,-0.13825308641975315,703.616,181.6296115,-1.1606
K2-252 b,b,K2-252,Gaia DR2 3582392123779246336,Space,182.3663818,-8.3096141,13.81513,Unknown,1.74,2150.007277597172,-0.13825308641975315,228.839,182.3663818,-8.3096141
NGC 2682 Sand 978 b,b,NGC 2682 Sand 978,Gaia DR2 604911375882674560,Ground,132.8228085,11.7562959,511.21,K4 III,5.724894179894178,2150.007277597172,-0.13825308641975315,821.918,132.8228085,11.7562959
K2-266 b,b,K2-266,Gaia DR2 3855246074629979264,Space,157.9356855,0.9372782,0.658524,Unknown,3.3,2150.007277597172,-0.823,77.5586,157.9356855,0.9372782
K2-255 b,b,K2-255,Gaia DR2 3682825883842696832,Space,189.9128532,-3.3705631,1.96417,Unknown,2.9,2150.007277597172,-0.13825308641975315,191.608,189.9128532,-3.3705631
K2-416 b,b,K2-416,Gaia DR2 2632278807386060288,Space,349.2211822,-5.2015032,13.102,M V,2.66,1652.70772,-1.27,120.311,349.2211822,-5.2015032
EPIC 201497682 b,b,EPIC 201497682,Gaia DR2 3810098271767907840,Space,168.9366786,0.4880606,2.13174,Unknown,0.692,2150.007277597172,-0.13825308641975315,253.026,168.9366786,0.4880606
K2-331 b,b,K2-331,Gaia DR2 608206676654888064,Space,132.7376431,13.170269,9.398977,Unknown,1.79,2150.007277597172,-0.13825308641975315,211.43,132.7376431,13.170269
K2-316 c,c,K2-316,Gaia DR2 6239410080231903488,Space,233.6247336,-23.2594663,5.26,Unknown,1.83,2150.007277597172,-0.13825308641975315,112.486,233.6247336,-23.2594663
K2-133 e,e,K2-133,Gaia DR2 148080473682357376,Space,70.1493775,25.0098135,26.5841,M1.5 V,1.73,2150.007277597172,-1.479,75.1703,70.1493775,25.0098135
K2-196 b,b,K2-196,Gaia DR2 3625009164407557760,Space,200.4562487,-8.4717104,48.324222,Unknown,3.6,2150.007277597172,-0.13825308641975315,584.877,200.4562487,-8.4717104
K2-241 b,b,K2-241,Gaia DR2 3594882751966012160,Space,181.2386829,-6.8052985,26.8199,Unknown,2.55,2150.007277597172,-0.13825308641975315,149.464,181.2386829,-6.8052985
K2-315 b,b,K2-315,Gaia DR2 6255978483510095488,Space,228.0210932,-20.1081634,3.1443189,M(3.5+/-0.5) V,0.95,2150.007277597172,-2.387,56.9686,228.0210932,-20.1081634
K2-329 b,b,K2-329,Gaia DR2 2632880927441296640,Space,351.1353785,-5.1641451,12.4551225,Unknown,8.676,82.6358,-0.325,233.237,351.1353785,-5.1641451
Ross 128 b,b,Ross 128,Gaia DR2 3796072592206250624,Ground,176.9376036,0.7992898,9.8658,M4,5.724894179894178,2150.007277597172,-2.441,3.37454,176.9376036,0.7992898
K2-417 b,b,K2-417,Gaia DR2 2437684039751295744,Space,350.1417675,-10.0365901,6.535,M V,3.31,699.2225,-1.202,94.0424,350.1417675,-10.0365901
K2-18 c,c,K2-18,Gaia DR2 3910747531814692736,Ground,172.560141,7.5878315,8.962,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,38.0266,172.560141,7.5878315
EPIC 201615463 c,c,K2-166,Gaia DR2 3701015375282968064,Space,185.1880932,2.2823788,3.80464,Unknown,1.22,2150.007277597172,-0.13825308641975315,476.882,185.1880932,2.2823788
K2-287 b,b,K2-287,Gaia DR2 6239702034929248512,Space,233.0743401,-22.3583447,14.893291,Unknown,9.494,100.11645,-0.13825308641975315,158.335,233.0743401,-22.3583447
K2-213 b,b,K2-213,Gaia DR2 2551651031310145024,Space,13.1403998,3.5077702,8.13087,Unknown,1.514,2150.007277597172,-0.13825308641975315,389.702,13.1403998,3.5077702
HD 72490 b,b,HD 72490,Gaia DR2 603329694046441472,Ground,128.4028287,13.5507189,858.0,Unknown,5.724894179894178,2150.007277597172,-0.13825308641975315,126.339,128.4028287,13.5507189
K2-239 b,b,K2-239,Gaia DR2 3857872051994269824,Space,160.5941265,4.4413751,5.24,M3.0 V,1.1,2150.007277597172,-1.796,31.0849,160.5941265,4.4413751
K2-163 b,b,K2-163,Gaia DR2 3697972721667206144,Space,182.3292517,-0.5393421,6.673117,Unknown,2.466,2150.007277597172,-0.13825308641975315,208.529,182.3292517,-0.5393421
K2-414 c,c,K2-414,Gaia DR2 2634046753364013440,Space,351.6361913,-4.6066569,6.669,Unknown,1.929,2150.007277597172,-0.13825308641975315,260.036,351.6361913,-4.6066569
K2-243 c,c,K2-243,Gaia DR2 3597570989175080576,Space,181.1211419,-4.8991358,24.94598,Unknown,2.01,2150.007277597172,-0.13825308641975315,266.864,181.1211419,-4.8991358
K2-325 b,b,K2-325,Gaia DR2 2439222638771000448,Space,353.9169507,-7.6867213,6.93,Unknown,2.2,2150.007277597172,-0.13825308641975315,111.638,353.9169507,-7.6867213
K2-250 b,b,K2-250,Gaia DR2 3582706794559052160,Space,185.0315429,-8.9757427,4.01457,Unknown,2.44,2150.007277597172,-0.13825308641975315,414.708,185.0315429,-8.9757427
K2-247 b,b,K2-247,Gaia DR2 3578596339057980160,Space,188.8935189,-10.0692793,2.25021,Unknown,2.12,2150.007277597172,-0.13825308641975315,258.113,188.8935189,-10.0692793
K2-240 b,b,K2-240,Gaia DR2 6257625719430982016,Space,227.849371,-17.8754464,6.034,M0.5 V,2.0,2150.007277597172,-1.276,72.9105,227.849371,-17.8754464
K2-240 c,c,K2-240,Gaia DR2 6257625719430982016,Space,227.849371,-17.8754464,20.523,M0.5 V,1.8,2150.007277597172,-1.276,72.9105,227.849371,-17.8754464
K2-242 b,b,K2-242,Gaia DR2 3595647565382917120,Space,179.8358421,-6.5178542,6.51389,Unknown,2.54,2150.007277597172,-0.13825308641975315,109.237,179.8358421,-6.5178542
EPIC 212499991 b,b,EPIC 212499991,Gaia DR2 3610090784483619456,Space,202.488752,-12.7347749,34.885,Unknown,1.6,2150.007277597172,-0.13825308641975315,283.29,202.488752,-12.7347749
K2-258 b,b,K2-258,Gaia DR2 3695568295896473856,Space,187.6314027,-1.1609171,19.0921,Unknown,3.0,2150.007277597172,-0.13825308641975315,661.873,187.6314027,-1.1609171
K2-320 b,b,K2-320,Gaia DR2 3864142669886768896,Space,163.2519122,5.3064776,1.995,Unknown,2.62,2150.007277597172,-0.13825308641975315,108.74,163.2519122,5.3064776
K2-358 b,b,K2-358,Gaia DR2 660400738439361280,Space,133.8081054,18.9497263,11.2510285,Unknown,2.68,2150.007277597172,-0.13825308641975315,480.307,133.8081054,18.9497263
K2-177 b,b,K2-177,Gaia DR2 63416845689590400,Space,55.2296156,20.7360891,14.155185,Unknown,2.116,2150.007277597172,-0.13825308641975315,492.167,55.2296156,20.7360891
K2-239 c,c,K2-239,Gaia DR2 3857872051994269824,Space,160.5941265,4.4413751,7.775,M3.0 V,1.0,2150.007277597172,-1.796,31.0849,160.5941265,4.4413751
K2-316 b,b,K2-316,Gaia DR2 6239410080231903488,Space,233.6247336,-23.2594663,1.133,Unknown,1.33,2150.007277597172,-0.13825308641975315,112.486,233.6247336,-23.2594663
K2-318 b,b,K2-318,Gaia DR2 6258364939144564992,Space,232.4461375,-17.557463,7.01,Unknown,1.66,2150.007277597172,-0.13825308641975315,147.866,232.4461375,-17.557463
K2-54 b,b,K2-54,Gaia DR2 2594546351459477760,Space,338.0541631,-17.5440636,9.7843,Unknown,1.15,2150.007277597172,-0.13825308641975315,174.955,338.0541631,-17.5440636
EPIC 212624936 b,b,EPIC 212624936,Gaia DR2 3614661419960402944,Space,210.6376171,-10.0236852,0.578657,Unknown,1.2,2150.007277597172,-0.13825308641975315,561.929,210.6376171,-10.0236852
K2-245 b,b,K2-245,Gaia DR2 3694743765254445312,Space,185.181563,-1.5909138,11.89307,Unknown,4.34,2150.007277597172,-0.13825308641975315,456.064,185.181563,-1.5909138
GJ 1002 b,b,GJ 1002,Gaia DR2 2441630500517079808,Ground,1.6764641,-7.5462123,10.3465,M5.5 V,5.724894179894178,2150.007277597172,-2.852,4.84867,1.6764641,-7.5462123
K2-323 b,b,K2-323,Gaia DR2 3859431674878660864,Space,159.4209874,6.2858689,24.93,Unknown,2.1,2150.007277597172,-0.13825308641975315,118.318,159.4209874,6.2858689
