Index,pl_name,hostname,ra,dec,sy_gaiamag,sy_dist
355,Kepler-506 b,Kepler-506,284.6351885,40.7198296,10.7836,228.439
356,Kepler-36 c,Kepler-36,291.2501859,49.2318073,12.0767,527.956
357,Kepler-28 b,Kepler-28,292.1370409,42.4294835,15.0257,438.359
358,Kepler-186 c,Kepler-186,298.652736,43.9549884,14.5994,177.594
359,Kepler-186 b,Kepler-186,298.652736,43.9549884,14.5994,177.594
360,Kepler-49 c,Kepler-49,292.2945208,40.5918123,15.2293,311.222
361,Kepler-49 d,Kepler-49,292.2945208,40.5918123,15.2293,311.222
362,Kepler-186 d,Kepler-186,298.652736,43.9549884,14.5994,177.594
363,Kepler-49 b,Kepler-49,292.2945208,40.5918123,15.2293,311.222
364,Kepler-49 e,Kepler-49,292.2945208,40.5918123,15.2293,311.222
365,Kepler-128 b,Kepler-128,282.4922622,43.9802442,11.2886,396.379
366,Kepler-57 b,Kepler-57,293.6413146,44.6570692,14.7738,644.14
367,Kepler-20 f,Kepler-20,287.6979913,42.3385782,12.4535,282.563
368,Kepler-37 c,Kepler-37,284.0592503,44.5183733,9.54988,63.9207
369,Kepler-20 e,Kepler-20,287.6979913,42.3385782,12.4535,282.563
370,Kepler-76 b,Kepler-76,294.1921185,39.6189727,13.2755,822.96
371,Kepler-85 c,Kepler-85,290.9734395,45.2902761,14.766,765.025
372,Kepler-85 e,Kepler-85,290.9734395,45.2902761,14.766,765.025
373,Kepler-186 f,Kepler-186,298.652736,43.9549884,14.5994,177.594
374,XO-4 b,XO-4,110.3880285,58.2681094,10.5131,272.655
375,TOI-1235 b,TOI-1235,152.2182549,69.2766204,10.8492,39.6345
376,Kepler-20 d,Kepler-20,287.6979913,42.3385782,12.4535,282.563
377,Kepler-538 b,Kepler-538,297.4865503,49.6233975,11.1647,155.956
378,HATS-22 b,HATS-22,174.0098693,-29.5433642,13.1225,229.518
379,HAT-P-14 b,HAT-P-14,260.1161719,38.2421682,9.87283,222.663
380,Kepler-23 c,Kepler-23,294.2189131,49.4792536,13.4015,835.756
381,Kepler-24 c,Kepler-24,290.4132621,38.3437283,14.9234,1156.81
382,Kepler-305 b,Kepler-305,299.2242557,40.343167,15.7661,868.477
383,Kepler-23 d,Kepler-23,294.2189131,49.4792536,13.4015,835.756
384,Kepler-24 b,Kepler-24,290.4132621,38.3437283,14.9234,1156.81
385,Kepler-85 b,Kepler-85,290.9734395,45.2902761,14.766,765.025
386,Kepler-23 b,Kepler-23,294.2189131,49.4792536,13.4015,835.756
387,Kepler-20 b,Kepler-20,287.6979913,42.3385782,12.4535,282.563
388,Kepler-36 b,Kepler-36,291.2501859,49.2318073,12.0767,527.956
389,Kepler-57 c,Kepler-57,293.6413146,44.6570692,14.7738,644.14
390,Kepler-20 c,Kepler-20,287.6979913,42.3385782,12.4535,282.563
391,Kepler-186 e,Kepler-186,298.652736,43.9549884,14.5994,177.594
392,Kepler-37 d,Kepler-37,284.0592503,44.5183733,9.54988,63.9207
393,Kepler-1658 b,Kepler-1658,294.3565559,38.9473424,11.42,788.238
394,TOI-849 b,TOI-849,28.7157956,-29.4217086,12.0645,225.734
395,TOI-561 c,TOI-561,148.1851516,6.216103,10.0128,85.799
396,TOI-178 d,TOI-178,7.3020115,-30.4541159,11.1523,62.699
397,TOI-1601 b,TOI-1601,38.361569,41.0134321,10.5276,336.608
398,HD 63433 c,HD 63433,117.4793699,27.3631342,6.71831,22.4035
399,TOI-561 b,TOI-561,148.1851516,6.216103,10.0128,85.799
400,TOI-178 g,TOI-178,7.3020115,-30.4541159,11.1523,62.699
401,HD 63935 c,HD 63935,117.9246417,9.3852412,8.39353,48.9739
402,TOI-1518 b,TOI-1518,352.2675207,67.0348062,8.89529,225.888
403,HD 63433 b,HD 63433,117.4793699,27.3631342,6.71831,22.4035
404,TOI-1759 b,TOI-1759,326.8516615,62.7538164,10.8385,40.0654
405,LTT 1445 A b,LTT 1445 A,45.4624781,-16.5944956,10.0469,6.86929
406,HD 191939 c,HD 191939,302.0256247,66.8503014,8.77476,53.6089
407,HD 191939 e,HD 191939,302.0256247,66.8503014,8.77476,53.6089
408,HD 191939 f,HD 191939,302.0256247,66.8503014,8.77476,53.6089
409,HIP 94235 b,HIP 94235,287.7411441,-60.2726358,8.16034,58.5146
410,TOI-2076 d,TOI-2076,217.3920159,39.7903991,8.91028,41.9091
411,TOI-1246 d,TOI-1246,251.1158702,70.4299917,11.7291,169.422
412,TOI-1807 b,TOI-1807,201.2826259,38.9223671,9.67517,42.5775
413,HD 93963 A b,HD 93963 A,162.7766969,25.641065,9.03376,82.3432
414,HD 93963 A c,HD 93963 A,162.7766969,25.641065,9.03376,82.3432
415,TOI-762 A b,TOI-762 A,166.0747423,-47.8214964,14.9535,98.4458
416,TOI-181 b,TOI-181,352.1725409,-34.4914099,11.0857,96.2338
417,TOI-4641 b,TOI-4641,42.5582023,25.3335334,7.40775,86.3501
418,TOI-1246 b,TOI-1246,251.1158702,70.4299917,11.7291,169.422
419,TOI-1246 e,TOI-1246,251.1158702,70.4299917,11.7291,169.422
420,TOI-1248 b,TOI-1248,259.0235918,63.1056072,11.6512,168.735
421,TOI-1347 c,TOI-1347,280.3266806,70.2900536,11.2087,147.476
422,HD 235088 b,HD 235088,300.6154535,53.3774418,8.94271,41.1706
423,TOI-1467 b,TOI-1467,19.1146441,49.2331382,11.5622,37.4418
424,KOI-94 c,KOI-94,297.3330716,41.8911186,12.1882,477.052
425,WASP-88 b,WASP-88,309.5112337,-48.4620833,11.478,523.756
426,KELT-17 b,KELT-17,125.617407,13.7353093,9.20887,226.5
427,WASP-22 b,WASP-22,52.8180374,-23.8197924,11.5821,317.652
428,WASP-183 b,WASP-183,163.7888521,-0.7370663,12.8148,325.377
429,HAT-P-68 b,HAT-P-68,118.4831501,23.9382192,13.5442,202.152
430,HAT-P-11 b,HAT-P-11,297.7101763,48.0818635,9.15098,37.7647
431,Kepler-68 b,Kepler-68,291.0323102,49.0402129,9.93355,144.166
432,Kepler-68 c,Kepler-68,291.0323102,49.0402129,9.93355,144.166
433,Kepler-68 d,Kepler-68,291.0323102,49.0402129,9.93355,144.166
434,HR 8799 c,HR 8799,346.8701486,21.1340376,5.90914,41.2441
435,Kepler-85 d,Kepler-85,290.9734395,45.2902761,14.766,765.025
436,WASP-35 b,WASP-35,76.0818912,-6.2297801,10.8531,202.218
437,Kepler-432 b,Kepler-432,293.2822344,48.2859173,12.1822,848.023
438,Kepler-28 c,Kepler-28,292.1370409,42.4294835,15.0257,438.359
439,Kepler-305 d,Kepler-305,299.2242557,40.343167,15.7661,868.477
440,Kepler-24 e,Kepler-24,290.4132621,38.3437283,14.9234,1156.81
441,Kepler-47 b,Kepler-47,295.2978883,46.9204303,15.1626,1025.02
442,Kepler-47 d,Kepler-47,295.2978883,46.9204303,15.1626,1025.02
443,Kepler-305 e,Kepler-305,299.2242557,40.343167,15.7661,868.477
444,HAT-P-55 b,HAT-P-55,264.2735096,25.7311468,13.0955,511.388
445,HAT-P-21 b,HAT-P-21,171.2749348,41.0280207,11.5583,277.278
446,HD 81040 b,HD 81040,140.9455027,20.3646078,7.55543,34.4341
447,Kepler-12 b,Kepler-12,286.2434458,50.0403671,13.3596,881.386
448,HIP 65 A b,HIP 65 A,0.1856063,-54.8308228,10.5895,61.7856
449,HR 810 b,HR 810,40.6417178,-50.7993484,5.25587,17.3181
450,HD 111232 b,HD 111232,192.2159553,-68.4246679,7.40535,28.9571
451,HD 164604 b,HD 164604,270.7787177,-28.5608343,9.32786,39.3633
452,BD-17 63 b,BD-17 63,7.1413494,-16.2273254,9.20112,34.4603
453,HD 175167 b,HD 175167,285.0033888,-69.9450664,7.82424,71.0863
454,GJ 876 b,GJ 876,343.3239737,-14.2665958,8.8753,4.67517
455,GJ 876 c,GJ 876,343.3239737,-14.2665958,8.8753,4.67517
456,GJ 876 d,GJ 876,343.3239737,-14.2665958,8.8753,4.67517
457,GJ 876 e,GJ 876,343.3239737,-14.2665958,8.8753,4.67517
458,TOI-2379 b,TOI-2379,358.0920465,-53.043156,14.6601,211.247
459,WASP-7 b,WASP-7,311.0427558,-39.2254856,9.37671,162.303
460,TOI-700 e,TOI-700,97.0957165,-65.5786149,12.0665,31.1265
461,Qatar-7 b,Qatar-7,358.5151344,37.0218242,12.9275,705.981
462,TOI-2384 b,TOI-2384,36.1561463,-65.0001957,14.3985,191.51
463,HD 111232 c,HD 111232,192.2159553,-68.4246679,7.40535,28.9571
464,WASP-31 b,WASP-31,169.4388603,-19.0547781,11.8163,383.829
465,HD 142 A d,HD 142,1.5836771,-49.0753625,5.58442,26.1853
466,HD 142 b,HD 142,1.5836771,-49.0753625,5.58442,26.1853
467,HD 142 c,HD 142,1.5836771,-49.0753625,5.58442,26.1853
468,HD 132406 b,HD 132406,224.2276121,53.3809615,8.28075,70.7832
469,Kepler-396 c,Kepler-396,296.1328135,48.9773095,11.8286,223.757
470,HAT-P-8 b,HAT-P-8,343.0414932,35.4471778,10.1489,211.553
471,HAT-P-34 b,HAT-P-34,303.1954355,18.1047776,10.1944,249.325
472,WASP-144 b,WASP-144,320.7628761,-40.0484393,12.915,355.513
473,WASP-164 b,WASP-164,344.8735878,-60.4478194,12.4679,327.506
474,Kepler-435 b,Kepler-435,292.2873012,43.1972542,13.604,1418.77
475,HAT-P-6 b,HAT-P-6,354.7740917,42.4659866,10.3056,275.358
476,HD 40307 b,HD 40307,88.5172191,-60.0237289,6.84367,12.9363
477,HD 40307 d,HD 40307,88.5172191,-60.0237289,6.84367,12.9363
478,HD 40307 g,HD 40307,88.5172191,-60.0237289,6.84367,12.9363
479,OGLE-2019-BLG-1470L AB c,OGLE-2019-BLG-1470L A,271.9492083,-27.0335556,2,5900
480,HR 5183 b,HR 5183,206.7357992,6.3498994,6.17464,31.4607
481,WASP-54 b,WASP-54,205.4542456,-0.1281712,10.2441,251.303
482,HATS-57 b,HATS-57,60.9482779,-19.0568182,12.1816,279.485
483,HAT-P-9 b,HAT-P-9,110.1685157,37.1405946,12.1536,455.203
484,HATS-10 b,HATS-10,294.3068385,-22.2044872,12.9838,534.889
485,XO-1 b,XO-1,240.5492745,28.1696248,11.004,163.553
486,HD 191939 b,HD 191939,302.0256247,66.8503014,8.77476,53.6089
487,HD 191939 d,HD 191939,302.0256247,66.8503014,8.77476,53.6089
488,TOI-561 d,TOI-561,148.1851516,6.216103,10.0128,85.799
489,TOI-178 e,TOI-178,7.3020115,-30.4541159,11.1523,62.699
490,TOI-1444 b,TOI-1444,305.4749252,70.9437054,10.6417,125.463
491,TOI-2076 c,TOI-2076,217.3920159,39.7903991,8.91028,41.9091
492,HD 219134 d,HD 219134,348.3372026,57.1696255,5.2402,6.53127
493,WASP-130 b,WASP-130,203.1060194,-42.4752733,10.9717,172.256
494,WASP-48 b,WASP-48,291.1623865,55.4730273,11.523,454.144
495,HATS-45 b,HATS-45,101.9942455,-21.9107112,13.2385,772.11
496,HATS-13 b,HATS-13,316.9614798,-26.0967205,13.6799,421.855
497,WASP-127 b,WASP-127,160.5587646,-3.8349989,10.054,159.507
498,Kepler-18 c,Kepler-18,298.0794448,44.746248,13.5393,433.047
499,TOI-892 b,TOI-892,86.738228,-11.2353401,11.3435,340.543
500,Kepler-78 b,Kepler-78,293.7419543,44.4482521,11.5287,124.376
501,Kepler-24 d,Kepler-24,290.4132621,38.3437283,14.9234,1156.81
502,HAT-P-69 b,HAT-P-69,130.5056385,3.7105662,9.77332,341.263
503,LTT 3780 b,LTT 3780,154.6449033,-11.717801,11.8465,21.9814
504,LTT 3780 c,LTT 3780,154.6449033,-11.717801,11.8465,21.9814
505,Kepler-105 b,Kepler-105,287.8872376,46.2761224,12.8025,459.223
506,WASP-180 A b,WASP-180 A,123.3922465,-1.9827874,10.9134,253.985
507,KELT-8 b,KELT-8,283.3054489,24.1272483,10.6699,197.572
508,KELT-14 b,KELT-14,108.301409,-42.4097623,10.8384,250.121
509,KOI-94 d,KOI-94,297.3330716,41.8911186,12.1882,477.052
510,WASP-161 b,WASP-161,126.3378248,-11.5009889,10.8987,343.08
511,HAT-P-25 b,HAT-P-25,48.4354731,25.1973548,12.8416,300.384
512,WASP-96 b,WASP-96,1.0465696,-47.3606352,12.3833,352.464
513,WASP-106 b,WASP-106,166.4296276,-5.0794854,11.3659,352.181
514,HAT-P-24 b,HAT-P-24,108.8251171,14.2626064,11.6396,415.344
515,Qatar-5 b,Qatar-5,7.0539375,42.0613451,12.5241,367.658
516,HATS-17 b,HATS-17,192.1895676,-47.6136789,12.2179,400.331
517,HD 202772 A b,HD 202772 A,319.6995877,-26.6163743,8.22688,161.498
518,HAT-P-37 b,HAT-P-37,284.2960393,51.2691212,13.2615,390.594
519,WASP-159 b,WASP-159,68.1364792,-38.9682973,12.2951,715.383
520,KELT-20 b,KELT-20,294.6614126,31.2192001,7.57492,136.426
521,TOI-5398 c,TOI-5398,161.8795569,36.3294345,9.98233,130.855
522,TOI-172 b,TOI-172,316.6318791,-26.6928654,11.1927,342.831
523,Qatar-10 b,Qatar-10,284.4439052,69.5708373,12.6978,559.068
524,HATS-31 b,HATS-31,191.7028214,-24.4273897,12.9613,773.974
525,HATS-39 b,HATS-39,112.4192251,-29.9379163,12.6539,878.521
526,HATS-41 b,HATS-41,103.5173558,-27.0504156,12.5892,737.668
527,Kepler-52 c,Kepler-52,286.7380152,49.9757383,15.0589,321.542
528,HAT-P-65 b,HAT-P-65,315.9054895,11.9893675,12.9952,738.519
529,TOI-2048 b,TOI-2048,237.9241066,52.3063083,11.3252,116.567
530,TOI-2128 b,TOI-2128,256.9817998,32.1053027,7.06642,36.578
531,TOI-2194 b,TOI-2194,299.1563393,-31.3351812,8.06594,19.5711
532,TOI-1794 b,TOI-1794,203.3974857,49.0608433,10.1444,155.791
533,TOI-1799 b,TOI-1799,167.2329152,34.3030149,8.81013,62.1274
534,TOI-1824 b,TOI-1824,197.7312286,61.7448492,9.5075,59.4314
535,TOI-178 c,TOI-178,7.3020115,-30.4541159,11.1523,62.699
536,TOI-1694 b,TOI-1694,97.7487104,66.3605956,11.3103,124.68
537,TOI-2443 b,TOI-2443,40.1798608,1.1996757,9.0333,23.9258
538,HIP 9618 b,HIP 9618,30.9050061,21.2813274,9.02543,67.5478
539,HIP 9618 c,HIP 9618,30.9050061,21.2813274,9.02543,67.5478
540,TOI-1194 b,TOI-1194,167.8214811,69.9647749,10.9887,149.667
541,Kepler-37 e,Kepler-37,284.0592503,44.5183733,9.54988,63.9207
542,Kepler-58 e,Kepler-58,296.3586251,39.1152033,14.8663,969.252
543,Kepler-58 b,Kepler-58,296.3586251,39.1152033,14.8663,969.252
544,Kepler-58 d,Kepler-58,296.3586251,39.1152033,14.8663,969.252
545,Kepler-60 b,Kepler-60,288.9612535,42.2650472,13.9132,1025.1
546,Kepler-60 c,Kepler-60,288.9612535,42.2650472,13.9132,1025.1
547,Kepler-54 d,Kepler-54,294.7739245,43.0561976,15.8133,271.701
548,Kepler-176 b,Kepler-176,294.6679021,43.8532104,14.5446,527.321
549,HD 118203 b,HD 118203,203.509956,53.7281876,7.89255,92.2589
550,TOI-837 b,TOI-837,157.0372806,-64.5052107,10.356,142.488
551,TOI-1181 b,TOI-1181,297.2158166,64.3543506,10.4776,302.819
552,TOI-1422 b,TOI-1422,354.240829,39.6392793,10.5521,155.141
553,TOI-561 e,TOI-561,148.1851516,6.216103,10.0128,85.799
554,TOI-1246 c,TOI-1246,251.1158702,70.4299917,11.7291,169.422
555,TOI-1723 b,TOI-1723,116.7971978,68.4766845,9.53596,100.727
556,TOI-2088 b,TOI-2088,261.3748943,75.8822796,11.4808,126.46
557,HD 63935 b,HD 63935,117.9246417,9.3852412,8.39353,48.9739
558,Kepler-26 c,Kepler-26,284.9410627,46.5664505,15.4089,335.307
559,Kepler-26 d,Kepler-26,284.9410627,46.5664505,15.4089,335.307
560,Kepler-26 e,Kepler-26,284.9410627,46.5664505,15.4089,335.307
561,Kepler-26 b,Kepler-26,284.9410627,46.5664505,15.4089,335.307
562,HATS-42 b,HATS-42,108.4523991,-33.4373462,13.5627,800.377
563,WASP-166 b,WASP-166,144.8751047,-20.9824191,9.257,114.173
564,TOI-163 b,TOI-163,79.7682532,-71.8955269,11.2193,411.719
565,TOI-700 c,TOI-700,97.0957165,-65.5786149,12.0665,31.1265
566,TOI-824 b,TOI-824,222.1654705,-57.5888666,10.7616,63.9262
567,WASP-186 b,WASP-186,18.9953122,21.6169065,10.6509,278.514
568,HATS-1 b,HATS-1,175.5252399,-23.3548451,11.9363,283.971
569,GJ 486 b,GJ 486,191.981531,9.7494181,10.094,8.07426
570,TOI-1670 b,TOI-1670,259.0172522,72.1611806,9.81934,168.067
571,TOI-1670 c,TOI-1670,259.0172522,72.1611806,9.81934,168.067
572,TOI-260 b,TOI-260,4.7730178,-9.9661505,9.3124,20.1852
573,TOI-3884 b,TOI-3884,181.5718341,12.5070258,14.2747,43.1448
574,HD 135694 b,HD 135694,227.8678636,71.8412965,8.91307,73.8713
575,TOI-1443 b,TOI-1443,297.398678,76.1391776,10.4596,85.8034
576,TOI-3353.01,TOI-3353,106.5298146,-75.8195594,9.23847,78.7577
577,TOI-2374 b,TOI-2374,319.4982407,-22.0498228,11.827,134.655
578,TOI-5634 A b,TOI-5634 A,175.6436366,20.9652921,15.9978,306.144
579,TOI-1244 b,TOI-1244,256.279559,69.519093,11.6765,102.551
580,TOI-1775 b,TOI-1775,150.1151015,39.4577506,11.4501,149.234
581,TOI-1776 b,TOI-1776,164.7772913,40.9837182,8.09023,44.647
582,HD 118203 c,HD 118203,203.509956,53.7281876,7.89255,92.2589
583,TOI-1184 b,TOI-1184,272.2045196,60.6787845,10.622,58.5946
584,LTT 1445 A c,LTT 1445 A,45.4624781,-16.5944956,10.0469,6.86929
585,TOI-451 d,TOI-451,62.966385,-37.93973,10.7498,123.739
586,KOI-94 e,KOI-94,297.3330716,41.8911186,12.1882,477.052
587,Kepler-18 b,Kepler-18,298.0794448,44.746248,13.5393,433.047
588,Kepler-422 b,Kepler-422,282.6296334,46.3232807,13.4233,722.795
589,HAT-P-59 b,HAT-P-59,292.4588212,62.5291892,11.6787,265.471
590,TOI-530 b,TOI-530,103.4128333,12.8815784,14.6439,148.762
591,HAT-P-32 b,HAT-P-32,31.0427614,46.6878512,11.1335,289.205
592,TrES-3 b,TrES-3,268.0291106,37.5463268,12.1995,231.337
593,Kepler-60 d,Kepler-60,288.9612535,42.2650472,13.9132,1025.1
594,Kepler-54 c,Kepler-54,294.7739245,43.0561976,15.8133,271.701
595,Kepler-54 b,Kepler-54,294.7739245,43.0561976,15.8133,271.701
596,Kepler-176 c,Kepler-176,294.6679021,43.8532104,14.5446,527.321
597,Kepler-176 e,Kepler-176,294.6679021,43.8532104,14.5446,527.321
598,Kepler-176 d,Kepler-176,294.6679021,43.8532104,14.5446,527.321
599,HD 158259 b,HD 158259,261.3495847,52.7904721,6.30694,27.0498
600,HAT-P-29 b,HAT-P-29,33.1310921,51.7787754,11.7336,313.576
601,HAT-P-35 b,HAT-P-35,123.250703,4.7870288,12.2802,506.965
602,WASP-37 b,WASP-37,221.9438866,1.0650227,12.542,392.791
603,WASP-57 b,WASP-57,223.8199788,-2.0576866,12.7293,398.276
604,WASP-72 b,WASP-72,41.0400779,-30.1690785,10.8378,434.754
605,HAT-P-42 b,HAT-P-42,135.3443583,6.0970828,12.0031,405.238
606,HAT-P-49 b,HAT-P-49,305.4413294,26.6926759,10.2071,350.351
607,WASP-99 b,WASP-99,39.8976689,-50.0081934,9.3251,158.66
608,WASP-82 b,WASP-82,72.6605916,1.8938365,9.89796,275.664
609,HATS-6 b,HATS-6,88.1468079,-19.0316268,14.3601,169.318
610,WASP-83 b,WASP-83,190.1519558,-19.2843527,12.0084,271.103
611,HAT-P-50 b,HAT-P-50,118.0634379,12.1393474,11.6722,515.458
612,WASP-135 b,WASP-135,267.2848846,29.8790428,13.0045,298.214
613,KELT-15 b,KELT-15,117.4149764,-52.1204471,11.0694,324.683
614,WASP-133 b,WASP-133,314.5754375,-35.7966224,12.7146,559.084
615,WASP-123 b,WASP-123,289.4792124,-32.8601244,10.8999,197.996
616,HATS-26 b,HATS-26,144.9268593,-28.5856004,12.8431,861.843
617,HATS-29 b,HATS-29,285.0965172,-54.8933408,12.4594,353.891
618,WASP-113 b,WASP-113,224.8728589,46.9600996,11.6041,435.156
619,HIP 39017 b,HIP 39017,119.7665756,-4.3326006,6.90458,66.3217
620,KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L,266.3240417,-25.0794889,2,5900
621,KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L,267.6200833,-29.62275,2,7220
622,KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L,261.366,-29.0584694,2,6980
623,HD 158259 d,HD 158259,261.3495847,52.7904721,6.30694,27.0498
624,WASP-38 b,WASP-38,243.9597194,10.0324103,9.20974,136.24
625,WASP-49 b,WASP-49,91.0897193,-16.9653901,11.2907,194.553
626,WASP-68 b,WASP-68,305.0957239,-19.3147271,10.4092,226.399
627,HD 86226 c,HD 86226,149.1235154,-24.0991859,7.7713,45.683
628,Kepler-58 c,Kepler-58,296.3586251,39.1152033,14.8663,969.252
629,HATS-5 b,HATS-5,67.2228465,-21.4820568,12.4288,246.384
630,WASP-36 b,WASP-36,131.5803897,-8.0269855,12.6284,386.346
631,WASP-15 b,WASP-15,208.9280111,-32.1597118,10.797,282.091
632,TOI-2411 b,TOI-2411,20.9224567,-8.7017944,11.2198,59.5362
633,HATS-3 b,HATS-3,312.4574879,-24.4286938,11.8914,411.211
634,WASP-132 b,WASP-132,217.6091998,-46.159516,11.7538,122.91
635,Kepler-52 d,Kepler-52,286.7380152,49.9757383,15.0589,321.542
636,WASP-177 b,WASP-177,334.7969885,-1.8344301,12.0715,176.818
637,Kepler-6 b,Kepler-6,296.8372475,48.2399695,13.1714,587.039
638,WASP-5 b,WASP-5,359.3490277,-41.2772202,11.996,309.137
639,WASP-16 b,WASP-16,214.6830109,-20.2754374,11.1247,194.134
640,TOI-4010 c,TOI-4010,20.2148196,66.0722009,12.1216,177.504
641,TOI-1338 b,TOI-1338 A,92.1330955,-59.5409853,11.8764,399.017
642,TOI-1411 b,TOI-1411,232.946047,47.0555507,9.87723,32.4778
643,WASP-46 b,WASP-46,318.7370122,-55.8718634,12.8519,375.31
644,TOI-1136 d,TOI-1136,192.1848981,64.8552755,9.36789,84.5362
645,TOI-1136 c,TOI-1136,192.1848981,64.8552755,9.36789,84.5362
646,TOI-1136 f,TOI-1136,192.1848981,64.8552755,9.36789,84.5362
647,WASP-63 b,WASP-63,94.3363562,-38.3233826,10.9185,290.684
648,TOI-880.02,TOI-880,94.1644734,-13.987337,9.83708,60.6679
649,WASP-126 b,WASP-126,63.374706,-69.2265926,11.0665,216.526
650,TOI-1136 e,TOI-1136,192.1848981,64.8552755,9.36789,84.5362
651,TOI-1272 b,TOI-1272,199.1962036,49.8610591,11.6,137.572
652,TOI-1386 b,TOI-1386,334.5041029,54.3190454,10.5069,146.858
653,TOI-1439 b,TOI-1439,241.7639371,67.8776404,10.4168,230.306
654,HATS-24 b,HATS-24,268.8907069,-61.7474,12.6911,494.182
655,WASP-132 c,WASP-132,217.6091998,-46.159516,11.7538,122.91
656,HD 15337 b,HD 15337,36.8678846,-27.6361171,8.85598,44.8155
657,TOI-406.01,TOI-406,49.2626428,-42.2441492,12.5528,31.0597
658,HATS-46 b,HATS-46,6.7026401,-56.3161021,13.527,453.808
659,KOI-12 b,KOI-12,297.4537402,41.0110188,11.2535,399.398
660,TOI-216.01,TOI-216,73.9800129,-63.2603301,12.1631,177.945
661,Qatar-3 b,Qatar-3,359.1519716,36.2129562,12.8203,735.601
662,KELT-10 b,KELT-10,284.5483823,-47.0033072,10.7009,188.404
663,TOI-558 b,TOI-558,42.2915093,-58.0246828,11.3253,402.63
664,TOI-270 d,TOI-270,68.4160804,-51.9573937,11.6306,22.4793
665,WASP-158 b,WASP-158,4.1463468,-10.9764226,12.0911,524.993
666,WASP-168 b,WASP-168,96.7446427,-46.8213635,11.7139,303.941
667,WASP-172 b,WASP-172,199.433742,-47.2375748,11.0099,538.11
668,LHS 3844 b,LHS 3844,340.4962038,-69.1721081,13.3925,14.8846
669,TOI-640 b,TOI-640,99.7345935,-36.64613,10.4006,341.997
670,DS Tuc A b,DS Tuc A,354.9154673,-69.196043,8.31926,44.0622
671,TOI-257 b,TOI-257,47.5172608,-50.8322632,7.41653,76.9028
672,HATS-25 b,HATS-25,207.9076746,-23.7812403,12.9353,471.158
673,LP 714-47 b,LP 714-47,64.1902212,-12.0848643,11.7282,52.616
674,TOI-1075 b,TOI-1075,309.9712091,-65.4496994,12.0544,61.4592
675,HATS-14 b,HATS-14,313.2154754,-25.6873756,13.7712,513.011
676,TOI-6029 b,TOI-6029,8.3862555,61.8607659,12.2681,603.119
677,HD 332231 b,HD 332231,306.741134,33.7443882,8.41839,80.6665
678,HIP 67522 b,HIP 67522,207.526001,-40.8358961,9.63261,127.28
679,TOI-1296 b,TOI-1296,256.7706392,70.2384806,11.2912,323.265
680,TOI-1298 b,TOI-1298,241.3229012,70.1900397,11.4038,319.036
681,HIP 97166 b,HIP 97166,296.2446203,74.0628577,9.68443,65.9501
682,HIP 97166 c,HIP 97166,296.2446203,74.0628577,9.68443,65.9501
683,TOI-1272 c,TOI-1272,199.1962036,49.8610591,11.6,137.572
684,HAT-P-43 b,HAT-P-43,128.9256885,10.2065866,13.2165,528.825
685,HATS-30 b,HATS-30,5.618525,-59.9425892,12.0815,342.14
686,WASP-91 b,WASP-91,357.846434,-70.1528621,11.6236,149.942
687,HD 180902 b,HD 180902,289.8239604,-23.5582432,7.52132,104.577
688,TOI-329 b,TOI-329,351.3210955,-15.6346313,11.1536,284.388
689,TOI-1269 b,TOI-1269,249.6966397,64.559181,11.4712,172.138
690,TOI-778 b,TOI-778,199.3338503,-15.2737046,8.99436,161.743
691,HATS-33 b,HATS-33,294.6336944,-55.3302692,11.7082,248.46
692,Kepler-448 c,KOI-12,297.4537402,41.0110188,11.2535,399.398
693,WASP-167 b,WASP-167,196.0437932,-35.5495292,10.5786,423.552
694,TOI-2107 b,TOI-2107,286.7965405,-58.6968348,11.8642,236.705
695,TOI-2368 b,TOI-2368,134.9576234,-48.4884929,12.2727,210.915
696,Qatar-4 b,Qatar-4,4.859275,44.0275965,13.4114,329.036
697,GJ 1252 b,GJ 1252,306.9286462,-56.4622865,11.2364,20.373
698,TOI-1742 b,TOI-1742,257.3288678,71.8766724,8.72791,72.8871
699,TOI-1855 b,TOI-1855,205.3539534,17.6868719,11.1611,176.833
700,TOI-1898 b,TOI-1898,144.5553,23.5467464,7.748,79.6682
701,TOI-904 c,TOI-904,89.3712733,-83.1297264,11.8559,46.0891
702,LHS 475 b,LHS 475,290.2379403,-82.5597883,11.4174,12.4814
703,HD 18599 b,HD 18599,44.2620144,-56.1918694,8.73117,38.5653
704,HAT-P-51 b,HAT-P-51,21.0651251,32.8107,13.2846,440.089
705,KELT-24 b,KELT-24,161.9090273,71.655727,8.23752,96.5173
706,HD 125390 b,HD 125390,214.5387463,38.9669132,7.94061,153.647
707,L 168-9 b,L 168-9,350.0285917,-60.0657292,10.2316,25.1496
708,TOI-1130 c,TOI-1130,286.3760037,-41.4376399,10.9028,58.2609
709,HD 183579 b,HD 183579,293.2866147,-54.5327284,8.51549,57.2651
710,TOI-1130 b,TOI-1130,286.3760037,-41.4376399,10.9028,58.2609
711,TOI-1136 b,TOI-1136,192.1848981,64.8552755,9.36789,84.5362
712,TOI-1136 g,TOI-1136,192.1848981,64.8552755,9.36789,84.5362
